개방시설명,휴관일,평일운영시작시각,평일운영종료시각,주말운영시작시각,주말운영종료시각,유료사용여부,사용기준시간,사용료,초과사용단위시간,초과사용료,수용가능인원수,면적,소재지도로명주소,소재지지번주소,사용안내전화번호,위도,경도,데이터기준일자
문화예술회관 소공연장,월+공휴일,9:00,22:00,9:00,22:00,Y,10,200000,1,130000,199,361,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,061-390-8578,35.30226766,126.7678846,2024-02-13
문화예술회관 대공연장,월+공휴일,9:00,22:00,9:00,22:00,Y,10,300000,1,200000,684,1083,전라남도 장성군 장성읍 문화로 110,전라남도 장성군 장성읍 기산리 388,061-390-8578,35.30226766,126.7678846,2024-02-13
행복한모루도서관 누리방,월+일 제외한 공휴일,10:00,22:00,10:00,18:00,N,0,,,,20,61,강원도 강릉시 율곡로 2923-12 (교동),강원도 강릉시 교동 822,033-660-3247,37.76383478,128.8912288,2023-05-08
행복한모루도서관 나눔방,월+일 제외한 공휴일,10:00,22:00,10:00,18:00,N,0,,,,20,56,강원도 강릉시 율곡로 2923-12 (교동),강원도 강릉시 교동 822,033-660-3247,37.76383478,128.8912288,2023-05-08
행복한모루도서관 사랑방,월+일 제외한 공휴일,10:00,22:00,10:00,18:00,N,0,,,,20,56,강원도 강릉시 율곡로 2923-12 (교동),강원도 강릉시 교동 822,033-660-3247,37.76383478,128.8912288,2023-05-08
행복한모루도서관 배움방,월+일 제외한 공휴일,10:00,22:00,10:00,18:00,N,0,,,,20,56,강원도 강릉시 율곡로 2923-12 (교동),강원도 강릉시 교동 822,033-660-3247,37.76383478,128.8912288,2023-05-08
행복한모루도서관 하슬라강당,월+일 제외한 공휴일,10:00,22:00,10:00,18:00,N,0,,,,100,218,강원도 강릉시 율곡로 2923-12 (교동),강원도 강릉시 교동 822,033-660-3247,37.76383478,128.8912288,2023-05-08
행복한모루도서관 강의실(문화의집 문화감상실),월+일 제외한 공휴일,10:00,22:00,10:00,18:00,N,0,,,,15,0,강원도 강릉시 율곡로 2923-12 (교동),강원도 강릉시 교동 822,033-647-3254,37.76383478,128.8912288,2023-05-08
행복한모루도서관 강의실(문화의집 문화의집 문화창작실),월+일 제외한 공휴일,10:00,22:00,10:00,18:00,N,0,,,,15,0,강원도 강릉시 율곡로 2923-12 (교동),강원도 강릉시 교동 822,033-647-3254,37.76383478,128.8912288,2023-05-08
행복한모루도서관 강의실(문화의집 모임공간),월+일 제외한 공휴일,10:00,22:00,10:00,18:00,N,0,,,,6,0,강원도 강릉시 율곡로 2923-12 (교동),강원도 강릉시 교동 822,033-647-3254,37.76383478,128.8912288,2023-05-08
성덕반딧불작은도서관 강의실,월+일 제외한 공휴일,10:00,18:00,10:00,18:00,N,0,,,,20,35,강원도 강릉시 강중길 55 (입암동),강원도 강릉시 입암동 632-6,033-660-3260,37.75591202,128.908109,2023-05-08
포남어울림작은도서관 강의실,월+일 제외한 공휴일,10:00,18:00,10:00,18:00,N,0,,,,22,107,강원도 강릉시 성덕포남로 149번길 42(포남동),강원도 강릉시 포남동 1005-367,033-660-3261,37.76300983,128.9084258,2023-05-08
불원리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 불원귀곡길 23-7,충청남도 예산군 신양면 불원리 480,041-339-8562,36.622017,126.874835,2023-12-21
하천리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 신양면 하천리 52-1,041-339-8562,36.60627202,126.9179044,2023-12-21
여래미리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 여래미길 56-6,충청남도 예산군 신양면 여래미리 255,041-339-8562,36.579094,126.8774078,2023-12-21
시왕2리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 불원시왕길 328-4,충청남도 예산군 신양면 시왕리 178-2,041-339-8562,36.621275,126.910268,2023-12-21
무봉리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 신양면 무봉리 137-11,041-339-8562,36.60946499,126.8331847,2023-12-21
대덕2리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 차동로 327-7,충청남도 예산군 신양면 대덕리 1013,041-339-8562,36.592811,126.8904647,2023-12-21
서계양1리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 서계양두련길 71,충청남도 예산군 신양면 서계양리 461-2,041-339-8562,36.61160038,126.860995,2023-12-21
귀곡2리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 귀곡길 49,충청남도 예산군 신양면 귀곡리 1036,041-339-8562,36.63993221,126.8717142,2023-12-21
차동리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 차동대촌길 11,충청남도 예산군 신양면 차동리 587-8,041-339-8562,36.59127851,126.9053688,2023-12-21
황계리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 신양면 황계리 226,041-339-8562,36.60143895,126.8275636,2023-12-21
시왕1리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 신양면 시왕리 450-12,041-339-8562,36.62273752,126.8912815,2023-12-21
삼산풋살경기장(평일),"매주 월요일, 1월 1일, 설·추석 당일",6:00,22:00,6:00,22:00,Y,,10000,,,,,울산 남구 화합로 224-27,울산광역시 남구 삼산동 1534,052-226-0962,35.544742,129.342513,2019-10-02
삼산풋살경기장(주말),"매주 월요일, 1월 1일, 설·추석 당일",6:00,22:00,6:00,22:00,Y,,15000,,,,,울산 남구 화합로 224-27,울산광역시 남구 삼산동 1534,052-226-0962,35.544742,129.342513,2019-10-02
남산풋살경기장(평일),"매주 월요일, 1월 1일, 설·추석 당일",6:00,22:00,6:00,22:00,Y,,10000,,,,,울산광역시 남구 은월로 74-21,울산광역시 남구 신정동 1628,052-226-0962,35.53999115,129.2961851,2019-10-02
남산풋살경기장(주말),"매주 월요일, 1월 1일, 설·추석 당일",6:00,22:00,6:00,22:00,Y,,15000,,,,,울산광역시 남구 은월로 74-21,울산광역시 남구 신정동 1628,052-226-0962,35.53999115,129.2961851,2019-10-02
장복2리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 대술면 장복리 297,041-339-8523,36.68333008,126.9275348,2023-12-21
장복1리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 대술면 장복리 606,041-339-8523,36.68334216,126.9278427,2023-12-21
이티1리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 대술면 이티길 287,,041-339-8523,36.6419767,126.9099514,2023-12-21
시산1리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 대술면 시루미길 3,,041-339-8523,36.67635164,126.8761577,2023-12-21
상항리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 대술면 상항방산로 83,,041-339-8523,36.67232872,126.9155174,2023-12-21
산정리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 대술면 산정대실길 41,,041-339-8523,36.65538196,126.8812409,2023-12-21
마전1리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 대술면 마전리 750-57,041-339-8523,36.63698633,126.9041164,2023-12-21
농리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,"충청남도 예산군 대술면 농리 267-1,514",041-339-8523,36.66145151,126.9023199,2023-12-21
궐곡1리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,,충청남도 예산군 대술면 궐곡리 151,041-339-8523,36.69072325,126.903011,2023-12-21
대술면스포츠센터,주말+공휴일,9:00,21:00,0:00,0:00,N,,,,,,,충청남도 예산군 대술면 대술로 147-1,,041-339-8523,36.65785338,126.8922953,2023-12-21
황계리 다박골경로당 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 황계길 117,충청남도 예산군 신양면 황계리 54,041-339-8562,36.59699794,126.837766,2023-12-21
녹문리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 녹문노루목길 34,충청남도 예산군 신양면 녹문리 418-3,041-339-8562,36.60407493,126.8568698,2023-12-21
서창한옥문화관강당,월,9:00,22:00,9:00,22:00,Y,,30000 ~ 104000,,,30,,광주광역시 서구 눌재로 420,광주광역시 서구 세하동 559-1,062-373-1365,35.11523537,126.8300424,2023-12-14
신양면 주민자치센터 체력단련실,주말+공휴일,9:00,20:50,0:00,0:00,N,,,,,,,충청남도 예산군 신양면 신양1길 2,충청남도 예산군 신양면 신양리 362-2,041-339-8564,36.601279,126.8677545,2023-12-21
신양면 족구장,주말+공휴일,9:00,18:00,0:00,0:00,N,,,,,,,,충청남도 예산군 신양면 신양리 895-24,041-339-8562,36.59932472,126.8638364,2023-12-21
신양면게이트볼장,주말+공휴일,9:00,18:00,0:00,0:00,N,,,,,,,충청남도 예산군 신양면 신양1길 24,충청남도 예산군 신양면 신양리 553-4,041-339-8562,36.60004202,126.868491,2023-12-21
하천리 경로당 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 신양하천길 201-12,충청남도 예산군 신양면 하천리 537,041-339-8562,36.60998916,126.892282,2023-12-21
가지1리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 가지1길 19,충청남도 예산군 신양면 가지리 254,041-339-8562,36.572902,126.855421,2023-12-21
신양2리 마을회관 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,,충청남도 예산군 신양면 신양하천길 85,충청남도 예산군 신양면 신양리 808,041-339-8562,36.6089401,126.8796895,2023-12-21
종합운동장 육상보조트랙,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,,,경상남도 거창군 거창읍 심소정길39-36,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
종합운동장 씨름장,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,200,425,,경상남도 거창군 거창읍 양평리 1126,055-940-8735,35.6962472,127.9261434,2024-02-15
종합운동장 파크골프장,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,,17000,경상남도 거창군 거창읍 심소정길39-36,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
종합운동장 그라운드골프장,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,,7300,,경상남도 거창군 거창읍 양평리 1126,055-940-8735,35.6962875,127.9261434,2024-02-15
종합운동장 골프연습장,월요일+설연휴+추석연휴,7:00,22:00,7:00,22:00,Y,,70000원,,,,300,경상남도 거창군 거창읍 심소정길39-36,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
종합운동장 인공암벽등반,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,,105,경상남도 거창군 거창읍 심소정길39-37,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
종합운동장 궁도장,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,,469,경상남도 거창군 거창읍 심소정길39-38,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
종합운동장 테니스장,연중무휴,7:00,22:00,7:00,22:00,Y,,(회원)7000원+(비회원)20000원,,,,7829,경상남도 거창군 거창읍 심소정길39-39,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
종합운동장 배드민턴장,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,,437,경상남도 거창군 거창읍 심소정길39-40,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
종합운동장 족구장,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,,4240,경상남도 거창군 거창읍 심소정길39-41,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
종합운동장 게이트볼장,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,,3003,경상남도 거창군 거창읍 심소정길39-42,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
종합운동장 인라인스케이트장,연중무휴,7:00,22:00,7:00,22:00,N,,무료,,,,,경상남도 거창군 거창읍 심소정길39-43,경상남도 거창군 거창읍 양평리 1160,055-940-8735,35.69513581,127.9263505,2024-02-15
보령국민체육센터 헬스장,일+1월 1일+설 연휴+추석 연휴,6:00,22:00,6:00,18:00,Y,,3500,,,,2436.99,충청남도 보령시 남포면 보령남로 347,충청남도 보령시 남포면 옥동리 331-11,041-930-0963,36.31376021,126.6039317,2024-02-28
보령국민체육센터 수영장,일+1월 1일+설 연휴+추석 연휴,6:00,22:00,6:00,18:00,Y,,3500,,,,,충청남도 보령시 남포면 보령남로 347,충청남도 보령시 남포면 옥동리 331-11,041-930-0963,36.31376021,126.6039317,2024-02-28
보령종합경기장 다목적경기장,1월 1일+설 연휴+추석 연휴,8:00,22:00,9:00,18:00,Y,,,,,25000,25195,충청남도 보령시 남포면 보령남로 343,충청남도 보령시 남포면 창동리 342,041-930-0962,36.31435799,126.6055501,2024-02-28
보령종합체육관 다목적경기장,1월 1일+설 연휴+추석 연휴,8:00,22:00,9:00,21:00,Y,,,,,2742,1632,충청남도 보령시 남포면 보령남로 339,충청남도 보령시 남포면 창동리 653-163,041-930-0961,36.31500607,126.6038431,2024-02-28
보령종합체육관 볼링장,1월 1일+설 연휴+추석 연휴,8:00,22:00,9:00,21:00,Y,,2500,,,,,충청남도 보령시 남포면 보령남로 339,충청남도 보령시 남포면 창동리 653-163,041-932-3137,36.31500607,126.6038431,2024-02-28
보령종합체육관 스쿼시장,1월 1일+설 연휴+추석 연휴,8:00,22:00,9:00,21:00,Y,,5000,,,,,충청남도 보령시 남포면 보령남로 339,충청남도 보령시 남포면 창동리 653-163,041-930-0961,36.31500607,126.6038431,2024-02-28
대천체육관 실내체육관,1월 1일+설 연휴+추석 연휴,8:00,22:00,9:00,21:00,Y,,,,,3000,,충청남도 보령시 대천로 136,충청남도 보령시 죽정동 432-6,041-930-0964,36.35664686,126.606498,2024-02-28
진동종합복지관 수영장,"1, 3주 일요일",6:00,20:00,6:00,18:00,Y,24,"3,000",,,100,1094,경상남도 창원시 마산합포구 진동면 신서촌로 15,경상남도 창원시 마산합포구 진동면 진동리 872,055-712-0255,35.135075,128.570076,2020-12-02
진동종합복지관 헬스장,"1, 3주 일요일",6:00,21:00,6:00,18:00,Y,56,"30,000",,,50,302,경상남도 창원시 마산합포구 진동면 신서촌로 15,경상남도 창원시 마산합포구 진동면 진동리 872,055-712-0255,35.135075,128.570076,2020-12-02
진동종합복지관 노래방,"1, 3주 일요일",9:00,18:00,9:00,18:00,Y,0.08,200,,,10,21,경상남도 창원시 마산합포구 진동면 신서촌로 15,경상남도 창원시 마산합포구 진동면 진동리 872,055-712-0255,35.135075,128.570076,2020-12-02
진동종합복지관 북카페,매주 일요일,9:00,18:00,9:00,18:00,N,,,,,40,125,경상남도 창원시 마산합포구 진동면 신서촌로 15,경상남도 창원시 마산합포구 진동면 진동리 872,055-712-0255,35.135075,128.570076,2020-12-02
진동종합복지관 농구장,연중무휴,9:00,21:00,9:00,21:00,N,,,,,10,420,경상남도 창원시 마산합포구 진동면 신서촌로 15,경상남도 창원시 마산합포구 진동면 진동리 872,055-712-0255,35.135075,128.570076,2020-12-02
진동종합복지관 그라운드골프장,"1, 3주 일요일",9:00,18:00,9:00,18:00,N,,,,,20,1248,경상남도 창원시 마산합포구 진동면 신서촌로 15,경상남도 창원시 마산합포구 진동면 진동리 872,055-712-0255,35.135075,128.570076,2020-12-02
진동종합복지관 장기바둑실,"1, 3주 일요일",9:00,18:00,9:00,18:00,N,,,,,20,59,경상남도 창원시 마산합포구 진동면 신서촌로 15,경상남도 창원시 마산합포구 진동면 진동리 872,055-712-0255,35.135075,128.570076,2020-12-02
진동종합복지관 포켓볼장,"1, 3주 일요일",9:00,18:00,9:00,18:00,N,,,,,5,38,경상남도 창원시 마산합포구 진동면 신서촌로 15,경상남도 창원시 마산합포구 진동면 진동리 872,055-712-0255,35.135075,128.570076,2020-12-02
진동종합복지관 건강증진실,"1, 3주 일요일",9:00,17:00,0:00,0:00,N,,,,,15,135,경상남도 창원시 마산합포구 진동면 신서촌로 15,경상남도 창원시 마산합포구 진동면 진동리 872,055-712-0255,35.135075,128.570076,2020-12-02
(4코트) 퇴미공원 배드민턴장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,30,663,경기도 안성시 공도읍 공도로 116-84,경기도 안성시 공도읍 만정리 879,031-678-6868,36.99902149,127.1788508,2023-12-12
(3코트) 퇴미공원 배드민턴장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,30,663,경기도 안성시 공도읍 공도로 116-84,경기도 안성시 공도읍 만정리 879,031-678-6868,36.99902149,127.1788508,2023-12-12
(2코트) 퇴미공원 배드민턴장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,30,663,경기도 안성시 공도읍 공도로 116-84,경기도 안성시 공도읍 만정리 879,031-678-6868,36.99902149,127.1788508,2023-12-12
(1코트) 퇴미공원 배드민턴장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,30,663,경기도 안성시 공도읍 공도로 116-84,경기도 안성시 공도읍 만정리 879,031-678-6868,36.99902149,127.1788508,2023-12-12
퇴미공원 족구장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,100,418,경기도 안성시 공도읍 공도로 116-70,경기도 안성시 공도읍 만정리 244-3,031-678-6868,36.99878654,127.1786383,2023-12-12
퇴미공원 농구장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,100,524,경기도 안성시 공도읍 공도로 116-70,경기도 안성시 공도읍 만정리 244-3,031-678-6868,36.99878654,127.1786383,2023-12-12
죽산공공하수처리시설 축구장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,100,6878,경기도 안성시 죽산면 하구산길 4-181,경기도 안성시 죽산면 매산리 190-8,031-678-6868,37.09858407,127.4472323,2023-12-12
(1코트) 주은청설아파트탁구장,공휴일,9:00,22:00,13:00,22:00,N,2,,,,100,302.4,경기도 안성시 대학로 74,경기도 안성시 금산동 81-2,031-678-6868,37.01491203,127.2668583,2023-12-12
(1코트) 일죽테니스장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,100,1286,경기도 안성시 일죽면 서동대로 7446-1,경기도 안성시 일죽면 송천리 산 35-10,031-678-6868,37.0930944,127.4747039,2023-12-12
일죽공공하수처리시설 축구장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,100,6371,경기도 안성시 일죽면 주래본죽로 189-21,경기도 안성시 일죽면 주천리 615,031-678-6868,37.09572917,127.4951499,2023-12-12
원곡물류단지공원 축구장,공휴일,6:00,21:00,6:00,21:00,N,2,,,,100,6573,경기도 안성시 원곡면 원곡물류단지1로 72,경기도 안성시 원곡면 칠곡리 921,031-678-6868,37.04666358,127.1630411,2023-12-12
율하체육관 체육관,매주 일요일,6:00,22:00,9:00,18:00,Y,,,,,,,경상남도 김해시 율하2로 258,경상남도 김해시 관동동 1123-1,055-329-1039,35.17819567,128.8213399,2022-10-18
양동행정복지센터공유부엌,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,50,173.82,광주광역시 서구 독립로200번길 7,광주광역시 서구 양동 96-4,062-350-4204,35.15009291,126.906907,2023-12-14
유덕동행정복지센터회의실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,100,324,광주광역시 서구 유덕로 24,광주광역시 서구 유촌동 497-1,062-350-4303,35.165119,126.851842,2023-12-14
치평동행정복지센터2층회의실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,50,327,광주광역시 서구 상무공원로 62 치평동주민센터,광주광역시 서구 치평동 1171-11,062-350-4335,35.149957,126.843321,2023-12-14
치평동행정복지센터3층주민자치프로그램실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,20,,광주광역시 서구 상무공원로 62 치평동주민센터,광주광역시 서구 치평동 1171-11,062-350-4335,35.149957,126.843321,2023-12-14
풍암동행정복지센터회의실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,20,,광주광역시 서구 풍암1로 27 풍암동주민센터,광주광역시 서구 풍암동 1125,062-350-4532,35.124734,126.878663,2023-12-14
화정1동행정복지센터다목적실,토+일+법정공휴일,9:00,18:00,0:00,0:00,N,,,,,50,,광주광역시 서구 내방로338번길11,광주광역시 서구 화정동 71-81,062-350-4395,35.1563319,126.8777353,2023-12-14
화전1리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,100,충청남도 예산군 봉산면 화전1길 62,,041-339-8766,36.75529926,126.6877525,2023-12-21
화전2리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,60,충청남도 예산군 봉산면 봉산로 420,,041-339-8766,36.75311418,126.6817767,2023-12-21
궁평2리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,50,충청남도 예산군 봉산면 봉산로 511,,041-339-8766,36.76122811,126.6815148,2023-12-21
금치1리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,60,충청남도 예산군 봉산면 금치1길 9,,041-339-8766,36.7636329,126.672449,2023-12-21
옹안리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,30,충청남도 예산군 봉산면 옹안길 37,,041-339-8766,36.77289818,126.6787053,2023-12-21
마교리 야외운동기구,연중무휴,0:00,23:59,0:00,23:59,N,,,,,,80,,충청남도 예산군 봉산면 마교리 607,041-339-8766,36.7729201,126.6896914,2023-12-21
